,Customer ID,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4674,2676-SSLTO,3,1,Q3,Yes,9,22,Offer D,Yes,42.58,No,Yes,DSL,82,,,No,,,No,Yes,,Month-to-Month,Yes,Credit Card,57.95,1271.8,,,936.76,2208.56
4675,1932-UEDCX,5,1,Q3,,0,9,Offer E,Yes,39.19,No,Yes,Cable,20,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,530.05,0,0,,882.76
4676,8623-ULFNQ,5,1,Q3,,10,1,None,Yes,32.78,No,,None,0,,No,No,No,No,No,No,,Month-to-Month,No,Credit Card,,19.2,0,0,32.78,
4677,9330-IJWIO,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,8146-QQKZH,3,1,Q3,,9,70,Offer A,Yes,22.67,Yes,Yes,DSL,29,Yes,No,Yes,No,Yes,No,,,Two Year,No,Credit Card,68.95,4858.7,0,,1586.9,6445.6
4679,4737-AQCPU,3,1,Q3,No,0,,,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes,Bank Withdrawal,103.1,6595,0,0,2847.24,9442.24
4680,7595-EHCDL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,1784-BXEFA,3,1,Q3,Yes,9,,Offer C,Yes,,Yes,Yes,DSL,51,No,,,No,No,No,Yes,Yes,Month-to-Month,No,,62.45,2045.55,0,0,1064.96,3110.51
4682,2692-PFYTJ,4,1,Q3,,0,,None,Yes,42.41,Yes,Yes,,4,Yes,,Yes,Yes,Yes,,No,No,Month-to-Month,Yes,Credit Card,,,0,30,1569.17,4576.12
4683,8541-QVFKM,3,1,Q3,No,0,8,None,Yes,14.37,No,No,None,0,No,,No,No,No,,,No,Month-to-Month,No,Credit Card,20.35,178.7,0,0,114.96,293.66
4684,0754-UKWQP,,1,Q3,,8,72,Offer A,Yes,,Yes,Yes,Cable,73,Yes,,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0,0,2807.28,7833.13
4685,8728-SKJLR,5,1,Q3,Yes,3,,Offer D,Yes,10.5,No,Yes,,2,No,Yes,No,No,Yes,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,1461.15,0,0,,
4686,5747-PMBSQ,3,1,Q3,Yes,2,57,None,No,0,No,Yes,DSL,14,Yes,,Yes,Yes,No,,,,Month-to-Month,Yes,Bank Withdrawal,49.9,2782.4,,0,0,2782.4
4687,4706-AXVKM,3,1,Q3,No,0,66,Offer A,Yes,32.22,Yes,,None,0,No,No,,No,No,No,No,No,One Year,No,Bank Withdrawal,,,0,0,2126.52,3825.67
4688,1038-ZAGBI,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,4918-QLLIW,3,1,Q3,Yes,9,66,Offer A,Yes,,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,,4428.45,0,0,2488.86,6917.31
4690,2080-GKCWQ,3,1,Q3,Yes,5,17,Offer D,Yes,7.6,Yes,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1322.55,0,0,,1451.75
4691,8444-WRIDW,3,1,Q3,,,8,None,Yes,43.05,No,No,None,0,No,,No,No,No,No,No,No,,No,Credit Card,21.05,139.75,,0,344.4,484.15
4692,9199-PWQVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,9524-EGPJC,3,1,Q3,Yes,10,,None,Yes,13.97,Yes,Yes,Fiber Optic,48,No,Yes,,No,No,Yes,Yes,Yes,,No,Credit Card,,,,0,474.98,3475.23
4694,3094-JOJAI,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,3896-ZVNET,,1,Q3,,0,,None,Yes,45.72,No,Yes,Cable,51,,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,66.4,2245.4,0,0,1508.76,3754.16
4696,4826-DXMUP,3,1,Q3,,8,14,,,,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0,0,41.44,986.09
4697,2612-RRIDN,,1,Q3,No,,,None,Yes,11.11,No,,,27,No,No,,Yes,,Yes,Yes,Yes,Two Year,No,Credit Card,100.65,4917.75,0,0,544.39,5462.14
4698,1580-BMCMR,3,1,,Yes,3,70,Offer A,Yes,8.36,Yes,,DSL,19,Yes,Yes,Yes,Yes,Yes,No,,Yes,Two Year,,Bank Withdrawal,79.7,5743.3,0,0,,6328.5
4699,2933-XEUJM,3,1,Q3,Yes,3,32,None,Yes,46.66,No,Yes,DSL,,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,,0,0,1493.12,
4700,1771-OADNZ,4,1,Q3,No,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20,No,No,,No,,,,,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0,0,614.16,1835.81
4701,1548-FEHVL,,1,,No,0,37,None,No,0,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,,No,Two Year,Yes,Credit Card,40.55,1390.85,0,50,0,1440.85
4702,7016-BPGEU,5,1,Q3,No,0,4,None,Yes,23.5,Yes,Yes,Fiber Optic,22,No,,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0,0,,
4703,3536-IQCTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,3308-DGHKL,5,1,Q3,Yes,7,,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8,,Yes,,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0,0,794.07,
4705,3118-UHVVQ,3,1,Q3,No,0,60,,Yes,,Yes,Yes,Fiber Optic,48,,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,,0,0,603,6670.4
4706,7978-DKUQH,,1,Q3,,7,51,None,Yes,16.85,,No,None,0,No,No,No,,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,0,0,859.35,2081.6
4707,4080-OGPJL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,2162-FRZAA,5,1,,No,0,43,None,Yes,,No,Yes,DSL,13,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60,2548.55,0,,930.52,3479.07
4709,9944-AEXBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,1623-NLDOT,5,1,Q3,,0,1,None,Yes,,No,Yes,Cable,,No,No,No,No,No,,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,0,0,40.87,
4711,0486-HECZI,3,1,,Yes,2,68,Offer A,Yes,24.01,Yes,Yes,,48,Yes,Yes,No,Yes,Yes,Yes,,,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,0,0,1632.68,8953.58
4712,5216-WASFJ,5,1,Q3,No,0,60,None,Yes,35.47,Yes,Yes,Fiber Optic,51,No,,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0,150,2128.2,8612
4713,2034-GDRCN,4,1,Q3,No,0,70,Offer A,,31.15,No,Yes,DSL,5,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,0,0,2180.5,8130.7
4714,2967-MXRAV,5,1,Q3,No,0,4,None,,,No,No,None,0,No,No,No,No,No,No,,No,Month-to-Month,,Credit Card,19.4,93.4,,0,90.16,183.56
4715,9254-RBFON,5,1,Q3,Yes,2,68,Offer A,Yes,26.64,Yes,No,None,,No,No,No,No,,No,No,No,Two Year,Yes,Credit Card,,1614.9,,0,1811.52,3426.42
4716,8610-ZIKJJ,5,1,,,6,18,Offer D,Yes,31.79,No,Yes,Fiber Optic,19,No,No,Yes,Yes,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0,0,572.22,2040.97
4717,2446-ZKVAF,3,1,Q3,No,0,,None,No,0,No,Yes,,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,,0,0,0,1523.4
4718,8645-KOMJQ,4,1,Q3,,,48,None,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,,,0,817.44,4253.04
4719,0670-KDOMA,3,,Q3,No,0,50,None,Yes,15.37,,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,,Yes,One Year,Yes,Credit Card,,4549.45,,0,768.5,5317.95
4720,2436-QBZFP,4,1,Q3,No,0,7,None,Yes,26.76,,Yes,DSL,,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,322.5,0,0,187.32,
4721,5780-INQIK,,1,Q3,Yes,8,68,Offer A,Yes,24.08,No,Yes,Fiber Optic,41,Yes,No,,No,No,No,,Yes,Two Year,,,,,0,0,1637.44,
4722,9919-YLNNG,4,1,Q3,,0,57,None,No,0,No,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,53.35,3090.05,0,100,0,3190.05
4723,9415-ZNBSX,3,1,Q3,Yes,1,19,Offer D,Yes,11.75,No,Yes,,21,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,48.95,955.6,0,0,223.25,1178.85
4724,6908-VVYHM,4,1,Q3,No,0,3,None,Yes,41.38,No,,DSL,5,,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,140.4,0,0,124.14,264.54
4725,5296-PSYVW,4,,Q3,,0,59,Offer B,Yes,41.23,Yes,No,,0,No,No,No,No,,No,No,No,Two Year,No,Bank Withdrawal,24.45,1493.1,0,,2432.57,
4726,8174-TBVCF,4,1,,Yes,1,42,Offer B,No,0,No,Yes,DSL,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,,,1626.05,0,0,0,1626.05
4727,4720-VSTSI,5,1,Q3,No,0,1,None,Yes,14.42,No,Yes,Fiber Optic,,No,No,No,No,,,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,,0,10,14.42,94.77
4728,6087-YPWHO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,8905-IAZPF,3,1,Q3,No,0,61,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.2,5500.6,0,0,885.72,6386.32
4730,7294-TMAOP,3,1,Q3,Yes,1,4,Offer E,Yes,16.68,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,,24.1,73.1,0,0,66.72,139.82
4731,6818-DJXAA,4,1,Q3,Yes,10,64,Offer B,Yes,,Yes,Yes,,25,,Yes,,No,,,No,Yes,One Year,,Bank Withdrawal,53.85,,0,0,1092.48,4492.33
4732,5955-ERIHD,5,1,Q3,,0,1,Offer E,Yes,,No,No,None,0,No,,,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0,0,1.61,21.36
4733,6646-JPPHA,4,1,,Yes,7,54,Offer B,Yes,,Yes,No,,0,No,No,No,No,No,No,No,,Two Year,Yes,,24.05,1230.9,0,0,2245.32,
4734,4957-SREEC,4,1,Q3,No,0,18,Offer D,Yes,30.22,Yes,No,None,0,No,No,No,,No,No,No,No,Two Year,No,Credit Card,25.3,454.65,0,0,543.96,998.61
4735,5067-XJQFU,5,1,,No,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0,0,,276.21
4736,2710-WYVXG,3,1,Q3,Yes,1,,Offer A,Yes,15.58,Yes,Yes,,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Credit Card,89.75,6595.9,0,0,,7717.66
4737,5288-AHOUP,5,1,Q3,Yes,8,11,,Yes,,No,No,None,0,No,No,No,No,No,No,,No,One Year,Yes,Credit Card,,196.35,,0,541.09,737.44
4738,1400-WIVLL,5,1,,Yes,3,61,Offer B,Yes,,No,Yes,,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,0,0,2627.88,9077.03
4739,5135-GRQJV,4,1,Q3,No,0,39,None,Yes,29.79,No,No,None,0,No,No,No,No,No,No,,No,Two Year,No,Credit Card,20.7,762.45,0,0,1161.81,1924.26
4740,1104-FEJAM,,1,Q3,,0,37,None,Yes,34.37,,No,None,0,No,No,No,,No,No,No,No,One Year,No,,20.15,785.75,0,0,1271.69,2057.44
4741,6479-SZPLM,4,1,Q3,Yes,8,72,Offer A,Yes,26.98,Yes,No,None,0,No,No,No,No,No,No,,No,,Yes,Credit Card,26,,0,0,1942.56,3718.56
4742,1200-TUZHR,3,1,Q3,No,0,8,Offer E,Yes,33.54,No,,DSL,14,Yes,No,No,Yes,,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.05,574.5,0,0,268.32,842.82
4743,0336-KXKFK,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,3717-LNXKW,3,1,Q3,No,0,38,None,Yes,21.19,Yes,Yes,DSL,24,,Yes,No,Yes,,Yes,Yes,,Month-to-Month,No,Credit Card,68.15,2656.3,0,0,805.22,3461.52
4745,4644-PIZRT,5,1,Q3,No,,28,None,Yes,33.84,No,Yes,Fiber Optic,5,,,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,,80.6,2244.95,0,0,947.52,3192.47
4746,4049-ZPALD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,5019-GQVCR,4,1,Q3,Yes,1,,,Yes,44.61,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Two Year,Yes,,87.55,6463.15,0,0,3211.92,9675.07
4748,1069-XAIEM,,1,Q3,Yes,10,57,Offer B,Yes,8.01,,Yes,Fiber Optic,73,,,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,,,0,0,456.57,6709.27
4749,3195-TQDZX,5,1,Q3,Yes,2,30,,Yes,22.89,No,No,None,0,No,No,No,No,No,No,,No,,,Credit Card,20.7,,0,0,686.7,1273.8
4750,8780-IHCRN,,1,Q3,No,,,None,Yes,46.33,No,,Fiber Optic,,Yes,Yes,,No,No,Yes,Yes,Yes,,Yes,Credit Card,93.4,2979.3,0,0,1482.56,4461.86
4751,8191-XWSZG,3,1,Q3,,0,13,None,Yes,30.06,No,Yes,Fiber Optic,5,Yes,No,No,,,No,,,Month-to-Month,Yes,Credit Card,,956.65,0,,390.78,1347.43
4752,7901-IIDQV,4,1,Q3,No,,44,Offer B,Yes,32.83,No,Yes,Fiber Optic,,No,Yes,Yes,No,,No,No,Yes,,Yes,Credit Card,88.15,,,0,1444.52,5417.72
4753,0224-RLWWD,4,1,Q3,Yes,4,67,None,Yes,33.01,No,No,None,0,No,No,No,No,,No,No,No,Two Year,No,Credit Card,19.65,1335.2,0,,2211.67,3546.87
4754,0244-LGNFY,5,1,Q3,Yes,4,71,None,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555,0,60,742.66,8357.66
4755,5028-HTLJB,3,1,Q3,No,0,1,None,Yes,49.19,No,,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49,49,0,0,49.19,98.19
4756,4900-MSOMT,5,1,Q3,Yes,1,,None,No,0,No,Yes,,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,0,0,,836.35
4757,7233-PAHHL,3,1,Q3,No,0,1,Offer E,,2.29,No,No,None,,No,No,,No,No,No,No,,Month-to-Month,No,,20.95,20.95,,0,,
4758,1196-AMORA,4,1,Q3,Yes,8,41,Offer B,Yes,39.53,,No,None,,No,No,No,No,No,No,No,No,,No,Bank Withdrawal,19.5,798.2,,,1620.73,2418.93
4759,3890-RTCMS,4,1,Q3,No,0,1,Offer E,,9.82,No,Yes,Cable,13,,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.15,44.15,0,0,9.82,53.97
4760,4950-BDEUX,4,1,,Yes,8,62,Offer B,Yes,14.75,,Yes,,52,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,,6487.2,0,150,914.5,7551.7
4761,3223-DWFIO,4,1,Q3,No,0,17,None,Yes,49.78,Yes,Yes,Fiber Optic,19,No,,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,,92.7,,0,,846.26,
4762,7268-WNTCP,4,1,Q3,Yes,8,72,None,,,Yes,No,None,0,No,No,,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,,1988.05,0,0,185.04,2173.09
4763,4998-IKFSE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,3279-DYZQM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,6008-NAIXK,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,6581-NQCBA,3,1,,No,0,20,None,Yes,16.05,,Yes,,18,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0,0,321,2524.7
4767,4946-EDSEW,3,1,Q3,Yes,3,19,None,Yes,,,No,None,0,No,No,No,No,No,No,,No,Two Year,No,Credit Card,,387.4,0,0,602.3,989.7
4768,7078-NVFAM,4,1,Q3,,0,53,Offer B,No,0,No,Yes,Cable,17,No,No,Yes,Yes,,Yes,,Yes,One Year,No,Credit Card,54.9,3045.75,0,0,,3045.75
4769,5916-QEWPT,3,1,Q3,,,9,,Yes,30.46,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,90.35,767.9,0,0,274.14,1042.04
4770,0870-VEMYL,4,1,Q3,Yes,1,8,Offer E,Yes,12.41,Yes,Yes,,,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,,446.8,0,0,99.28,546.08
4771,5366-OBVMR,4,1,,Yes,5,71,None,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,,114.6,8100.25,0,0,348.61,8448.86
4772,7776-QGYJC,,,Q3,Yes,10,71,None,No,0,No,Yes,Cable,85,Yes,Yes,Yes,Yes,,Yes,Yes,,One Year,No,Bank Withdrawal,66.8,4689.15,0,0,0,4689.15
4773,0225-ZORZP,4,1,Q3,Yes,1,,None,Yes,49.51,No,Yes,Fiber Optic,3,No,,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,,0,90,3366.68,10211.03
4774,3946-JEWRQ,3,1,Q3,No,0,34,None,Yes,28,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,,0,0,,4492.65
4775,7785-RDVIG,,,Q3,No,0,7,Offer E,Yes,,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,130.55,0,,232.26,362.81
4776,3230-WYKIR,5,1,Q3,Yes,5,72,None,Yes,37.11,No,No,None,0,No,,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.55,1432.55,0,,,4104.47
4777,2208-MPXIO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,3470-OBUET,4,1,Q3,Yes,2,,None,Yes,31.99,No,,None,0,No,No,No,,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,313.4,0,0,511.84,825.24
4779,4500-HKANN,3,1,Q3,No,0,10,None,Yes,8.35,No,Yes,Cable,,No,No,No,Yes,No,,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,0,0,83.5,713.05
4780,1984-FCOWB,4,1,Q3,No,0,58,Offer B,Yes,49.02,No,No,None,0,No,No,No,No,No,,No,No,Two Year,No,Credit Card,20.8,1212.25,0,0,2843.16,4055.41
4781,2359-KLTEK,3,1,Q3,Yes,2,71,None,Yes,22.33,Yes,Yes,Cable,71,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,No,Bank Withdrawal,,6310.9,0,0,1585.43,7896.33
4782,2667-WYLWJ,3,1,Q3,Yes,1,33,None,Yes,10.34,Yes,Yes,Fiber Optic,22,No,,Yes,Yes,No,Yes,Yes,,Month-to-Month,Yes,Credit Card,95,3008.15,0,60,341.22,3409.37
4783,4415-WNGVR,,1,Q3,Yes,1,10,None,Yes,18.62,No,No,None,0,,No,No,No,No,No,No,No,Two Year,No,,20.15,,0,0,186.2,407
4784,8592-PLTMQ,4,1,Q3,No,0,10,None,Yes,10.46,No,No,,0,No,No,No,,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,222.65,0,0,104.6,
4785,8062-YBDOE,3,1,Q3,,1,39,None,Yes,5.88,Yes,No,None,0,No,No,No,No,No,No,No,,One Year,Yes,Credit Card,24.2,914.6,0,0,229.32,1143.92
4786,5003-OKNNK,3,1,,No,0,11,None,Yes,48.92,No,No,None,0,No,No,No,No,,No,No,No,Month-to-Month,,Bank Withdrawal,20.3,246.3,0,0,538.12,784.42
4787,9972-NKTFD,3,1,Q3,No,0,,None,Yes,34.78,Yes,Yes,Fiber Optic,2,No,No,Yes,No,,,No,Yes,,Yes,Credit Card,89.6,1633,,0,626.04,2259.04
4788,8844-TONUD,4,1,Q3,No,0,18,None,Yes,33.8,Yes,Yes,Cable,17,Yes,No,,No,No,No,No,No,Month-to-Month,,Credit Card,56.25,969.85,0,30,608.4,1608.25
4789,1702-CCFNJ,4,1,Q3,Yes,2,52,Offer B,Yes,10.03,No,,Cable,29,No,No,Yes,,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,2610.65,0,0,521.56,3132.21
4790,1710-RCXUS,3,1,Q3,,8,56,Offer B,Yes,40.86,Yes,,Fiber Optic,27,Yes,Yes,,Yes,Yes,Yes,,Yes,Two Year,No,Credit Card,115.85,6567.9,0,0,2288.16,8856.06
4791,3026-ATZYV,5,1,,No,0,45,Offer B,Yes,24.75,Yes,Yes,Fiber Optic,13,,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0,0,1113.75,5861.6
4792,1285-OKIPP,,1,,No,0,67,None,Yes,43.3,Yes,No,None,0,No,No,No,No,No,,No,No,Two Year,Yes,Credit Card,26.1,1759.55,,0,2901.1,4660.65
4793,5110-CHOPY,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,5917-RYRMG,4,1,Q3,Yes,2,63,None,Yes,48.14,,,Cable,28,,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,,67.25,4234.15,0,150,3032.82,7416.97
4795,5655-JSMZM,3,1,Q3,No,0,1,None,Yes,41.39,No,Yes,Cable,48,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,,59.55,,0,,41.39,100.94
4796,6715-OFDBP,5,1,,No,,55,None,,,Yes,Yes,DSL,23,,,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.8,4323.35,0,0,1446.5,5769.85
4797,8917-FAEMR,4,1,Q3,Yes,2,25,None,Yes,47.1,Yes,,,25,No,No,No,Yes,No,No,No,Yes,One Year,,Credit Card,55.1,1466.1,0,0,1177.5,2643.6
4798,7606-BPHHN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,6726-NNFWD,5,1,Q3,No,0,65,None,No,0,No,Yes,DSL,25,No,,No,Yes,Yes,No,No,Yes,Two Year,,Credit Card,45.25,,0,0,0,2933.95
4800,3398-GCPMU,3,1,Q3,Yes,9,7,None,Yes,,No,No,None,0,,No,No,,No,No,No,,Month-to-Month,No,Credit Card,20.25,144.35,0,0,279.86,424.21
4801,8213-TAZPM,3,1,Q3,Yes,7,72,None,Yes,15.23,Yes,Yes,,26,Yes,Yes,,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.75,4804.75,0,0,1096.56,5901.31
4802,1998-VHJHK,3,1,Q3,Yes,,21,None,Yes,17.19,No,Yes,DSL,11,No,No,No,No,Yes,No,No,Yes,,,Bank Withdrawal,,1125.2,0,0,360.99,1486.19
4803,1265-HVPZB,,1,Q3,No,0,2,None,Yes,,No,No,,0,No,No,No,,,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.7,39.85,0,0,27.78,
4804,9722-UJOJR,3,1,Q3,Yes,8,72,None,,27.59,Yes,,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,,8332.15,0,0,1986.48,10318.63
4805,6907-NZZIJ,3,1,Q3,,0,52,None,Yes,5.92,,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,Yes,No,,Yes,Credit Card,83.8,4331.4,0,70,307.84,4709.24
4806,6266-QHOJZ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,1866-ZSLJM,,,Q3,Yes,4,12,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,,,690.5,0,0,287.88,978.38
4808,5886-VLQVU,5,1,Q3,No,0,13,Offer D,Yes,21.36,No,,None,0,No,,No,No,No,No,,No,Month-to-Month,Yes,,19.3,279.3,0,0,277.68,556.98
4809,0114-PEGZZ,4,1,Q3,No,0,22,,Yes,43.78,Yes,Yes,DSL,47,Yes,Yes,Yes,No,No,,No,No,Month-to-Month,,Credit Card,,1427.55,0,10,963.16,2400.71
4810,6408-WHTEF,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,5091-HFAZW,5,1,Q3,Yes,1,40,None,Yes,3.01,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,777.35,0,0,120.4,897.75
4812,4918-FYJNT,3,,Q3,Yes,,44,None,,36.86,No,No,None,0,No,,No,No,No,No,No,No,One Year,No,Bank Withdrawal,,860.85,0,0,1621.84,2482.69
4813,2519-FAKOD,,1,Q3,No,0,1,None,No,0,No,Yes,DSL,,,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,24.4,24.4,0,10,0,34.4
4814,1796-JANOW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,6278-FEPBZ,5,,Q3,No,0,13,Offer D,Yes,33.95,No,Yes,DSL,,,No,No,Yes,No,,Yes,Yes,Month-to-Month,Yes,,50.55,610.75,0,0,441.35,1052.1
4816,3768-VHXQO,3,1,,,0,1,None,Yes,38.81,No,Yes,,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,70.7,0,0,38.81,109.51
4817,0750-EKNGL,5,,Q3,Yes,8,4,Offer E,,35.09,No,Yes,DSL,,No,No,,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,0,0,140.36,295.71
4818,4195-PNGZS,4,1,Q3,No,0,2,Offer E,,,No,Yes,Fiber Optic,26,No,No,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,,0,0,3.14,147.14
4819,4032-RMHCI,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
